ReviewDate,Comment_id,ReviewDesc,ReviewerName,Rating,product_name,Product_ids
2019-05-31,12422,"i loved it a lot 
",devender,5,Couple Personalized Pillow Set,17748
2019-06-15,13035,"Good work of creativity. Thanks
",laxmhi,5,Couple Personalized Pillow Set,22938
2018-12-06,9875,"Amazing cake with the best service.
",Satya,5,BTS Pineapple Awe,6032
2018-12-13,10066,Product presents clear low product quality. ,John,1,BTS Memorable Expression,15868
2019-04-22,11127,"I just went on the super-easy website and mixed & matched until I had created my dream wedding cake. How easy is that? the fruits in that were incredible. the whole cake taste was fantastic……. thanks to bookthesurprise.. 
",sowjanya,5,BTS Fruit Of Forest,5932
2018-12-13,10051,"Fresh flowers delivered. Nice service.
",Pankaj,5,BTS Pretty In Pink,15833
2019-02-20,10499,"I have not yet received the products by incompetence of the post office, can not evaluate the way you asked. I think you should change the research. Type: If not, why? ",Nikhilesh,2,BTS Beautiful Pink Combination,15863
2019-03-22,10745,"In itself it is a sweet cuddly toy/toy, but the price is too high!",lilly,3,BTS Beautiful Pink Combination,15863
2019-04-22,11139,"The flowers looked lovely in a photo and I really appreciated being notified when they were delivered, thanks.
",supriya,5,BTS Charm,15827
2019-05-10,11874,"the gift box was very Awesome. I loved it the cake taste and the gifts were very awesome.
",isha,5,Giant Gift Box – The Ultimate Joy,18120
2018-12-13,10048,"Flowers are fresh very impressed with your services.
",Hussain,5,BTS Beautiful Carnation Bunch,15848
2019-11-26,17493,"It ran all normally. Merchandise has arrived in the deadline, well packaged. With no oribjems ",Priyanka,3,BTS Honey and Almond Cake,5982
2018-12-13,10062,"These flowers are extremely Gorgeous. Thanks for the perfect delivery.
",Saritha,5,BTS Lovely Pink,15838
2019-02-11,10461,"Good service with perfect on-time delivery.
",Trishika,5,BTS Chocolate Truffle Cake,6066
2019-05-07,11832,Our slumber gift is already broken after 6 weeks of use. Otherwise I find it really great!,kavya ,1,BTS Vanilla Chocolate Cake,18128
2019-11-26,17458,"Delivery in Praz, product delivered successfully ",Priyanka,3,BTS Desirable Yellow Roses,15879
2019-01-05,10295,"It’s a memorable gift to me. U really rockzzz. Good work
",Shalini,5,Momentous Milestones,17229
2019-04-30,11476,"fantastic awesome I never experienced before.
",govardhan,5,The Furry Love – Playtime With Puppies,33964
2019-03-30,10844,"wow!!! I can’t say about this cake because I like the butterscotch flavour. it is very yummy and super
",neeraja,5,BTS Butterscotch Tickle,6362
2019-05-07,11836,"I love the taste simply superb. fruits taste was awesome
",divya,5,BTS Mixed Fresh Fruit Cake,6524
2018-12-06,9883,"Best and tasty cake delivery service. Thanks for the team.
",Kiran,5,BTS Dark Chocolate Magic Cake,18282
2019-01-11,10342,"It’s really kiraak design. I Like it.
",Karthik,5,Hyderabadi – Kiraak Hyderabadi,17357
2019-04-22,11109,"I loved being able to peruse the cake designs and choose one through their website. It’s really as simple as it gets. The cake was beautiful and delicious.
",umesh,5,Classic Red Velvet Cake,6032
2019-05-20,12076,"What a lovely gift.Thank you my hero.I like it so much. Good delivery BTS team
",mallika,5,You Are My Marvel – The Marvelous Two,17359
2019-01-29,10425,"Excellent idea. I like this agreement a lot. Nice experience.
",Jai,5,Romantic Love Contract,34906
2019-11-26,17446,"In the photo of the product had a complete cable engine ,,, but what came was not the same mark and came without the plug of fitting .... but it worked and came the right model .... cold refrigerator ",Priyanka,3,BTS Lemon Blueberry Cake,5882
2018-12-18,10119,"We liked your service. The cake was really delicious and fresh too. Thank you.
",Krishna murthy,5,BTS Mixed Fresh Fruit Cake,6168
2019-01-05,10297,"Nice design. I like it.
",Tejaswi,5,My Cup Of Tea,17259
2019-06-15,13031,"Love it! Thank you so much for all your hard work and getting it done so quickly.thanks bts ..
",manisha,5,My Cup Of Tea,17259
2019-11-26,17464,"I bought a fantasy for my nephew, Batman POP size 3/4 years. In the package says it comes with short fantasy, cover and mask. It turns out that the mask did not come !! ",Priyanka,2,BTS Perfect Charm Bouquet,17141
2019-05-31,12418,"superb i loved it alot .the frame was really fantastic 
",harsha ,5,Name in the Frame,17240
2019-03-13,10650,"Really I love this flavour. I booked this cake for the birthday of my sister. good delivery
",chanty,5,BTS Lemon Blueberry Cake,6134
2019-04-26,11345,"the awesome taste I never tried this before.excellent
",honey,5,BTS Chocolate Fantasy Cake,5982
2018-12-12,10009,"Despite being disappointed with the situation, because I understand that the delivery did not come to my residence because my parents were readiness, and no time from the two days mentioned, not hove ning ",Pallavi,1,BTS Blueberry Cake,6752
2018-12-11,9974,"I truly do tell all my friends about you and your wonderful services!!
",Ankitha,5,BTS Lemon Blueberry Cake,5882
2019-04-24,11241,"the cards was fantastic i loved it ..
",hari,5,Comical Love Cards,17375
2018-12-06,9916,I bought 10 and received only 5. ,Praveen,1,BTS Memorable Expression,15868
2019-04-24,11245,"the excellent prints the words in that was heart touching
",sony,5,Romantic Love Contract,17186
2019-02-18,10490,"Sold like yoga rug, and it does not have the minimum size for such practice, if they are worthy and people according to consumer rights will return the money !! ",Ritu ,1,BTS Heart Shaped Black Forest Cake,6558
2019-06-29,13319,"I love this. the design was really fantastic. superb 
",raghava,5,Central Perk – I’ll Be There For You,17369
2019-11-26,17469,"The gift is really very nice and the melodies or sounds also great chosen and implemented. I also find the imitation of breathing and the little light great. Besides, the outer part can be washed well. Unfortunately, it did not work at all in our case. We have already had it for a few months and it uses nothing up to now. On the contrary, if our baby hears it / looks it wants to play with it and becomes even more awake it misses because purpose completely - we would have been incredibly happy for a sleep aid. Moreover, the electronic unit in the belly is still very hard through the fabric - if the gift is swirled around and hits the head, that is not exactly pleasant (yes, really so happened). Otherwise it is really very beautiful - he is now just a very expensive, hard cuddly animal with special effects.",Priyanka,3,BTS Romantic Love,17669
2019-04-30,11519,"I liked the product, beautiful! But, even with the right measurements, they were quite enough in my chairs ",raghava,3,Gift YourSelf,17974
2019-02-22,10536,"This frame was awesome and looks marvellous. Thanks for delivering perfectly.
",Sankeerthi,5,Mosaic Photo Art,17255
2019-06-14,12942,"Very flexible to make sure your caricature is just what you want. Met all deadlines and completed on time! Thank you!
",geethika,5,Single Miniature Bobble Head,16721
2019-05-20,12050,"I already requested the exchange, however until nowhere. They sent the wrong product and now report that the exchange can not be made. ",Kalyani,1,My Majes-tea Mug,17263
2019-05-07,11838,"great taste.awesome design
",kiran,5,BTS Chocolate Truffle Cake,6066
2019-06-07,12667,"I’m happy with that surprise gift. Nice Design I got that timely Thanks to the Team.
",shiva,5,Momentous Milestones,22887
2019-11-27,17729,"I was amazing more than I expected. It was really planned well
",Priyanka,5,Open When You Feel,18509
2018-12-10,9953,"Awesome flowers. Our occasion became more special with these flowers. Thank you.
",Krithik,5,BTS Desirable Yellow Roses,15843
2019-11-26,17486,"I ordered this cupcake to surprise my dad. It was really good.
",Priyanka,5,BTS 6 No.1 Dad Cupcakes,22541
2019-04-26,11327,I'm still waiting for the product ,vani,3,BTS Chocolate Truffle Cake,6134
2019-11-27,17718,"It was really amazing
",Priyanka,5,Surprise Whatsapp Audio Wishes,18502
2019-05-31,12466,"it was nice gift 
",prem ,5,Dead Cool – Chilling In Love,17362
2019-02-12,10462,"The product has reached the deadline, but the low quality product, I disappointed !! ?? ",Sampath,3,BTS Charming Red Roses,15873
2019-04-24,11231,"affordable price with good delivery
",divya,5,BTS Desirable Yellow Roses,15879
2019-05-31,12428,"excellent gift to give 
",raghava,5,Your Name in Dictionary,17575
2018-12-06,9887,"Super cake with a nice taste.
",Navya,5,BTS Fruit Of Forest,6752
2018-12-10,9938,"Nice cake thanks for delivering such a tasty cake for us.
",Srilatha,5,BTS Mixed Fresh Fruit Cake,6524
2019-07-06,13471,"I was really shocked with this gift and I felt happy with this awesome gift in affordable price
",kirti,5,The Magic Mirror!,18540
2018-12-10,9938,"Nice cake thanks for delivering such a tasty cake for us.
",Srilatha,5,BTS Mixed Fresh Fruit Cake,15894
2019-05-20,12063,"+ Very sweet and fluffy gift+ my daughter likes to cuddle with it - The mechanics while breathing is simply mega loud, and it's tangled all the time. Relaxed falling asleep can't be called that",Sangavi,2,Raving Hearts – 3D Lamp,17483
2019-04-10,10993,"The whole Experience was very good . Enjoyed a lot .Thanks to bts team members …
",geethika ,5,Light Up The Sky,18190
2019-01-04,10278,"Since our son (3 months) always struggles very much with the evening sleep, I ordered the slumber gift! The service is easy, the music is not intrusive and can be exhibited at any time and the cover of the gift is washable. So actually the perfect sleep-help - I thought! Unfortunately our little one found the gift obviously very frightening, because always when I tried to put it carefully beside him, he started to cry. :-(Short and short: To give away certainly very nice, but one also runs the risk that the children do not accept it and as with us, exactly the opposite occurs. Too bad, I as a mom found the gift great! :-)",Sonu,3,Years of Togetherness,17249
2019-01-11,10342,"Despite being delivered before the combined deadline, the product came in the wrong colors! I bought it in color copper and came a gold and another copper! It is no use delivering before the deadline if they are sending the wrong! ",Karthik,1,Hyderabadi – Kiraak Hyderabadi,17357
2019-11-27,17716,"Nice product
",Priyanka,5,Years of Togetherness,17249
2019-01-18,10366,"We loved it. I like the whole concept. Thanks for the great service.
",Lohith,5,Classic Love,22934
2019-04-29,11444,"The product was not delivered, returned to the recipient for 15 days and still did not look for me to return the money, I can not talk to anyone by the SAC ",divya,1,Open Me – Say Thank You,22868
2018-12-13,10065,well ,Archana,3,BTS Memorable Expression,15848
2019-07-06,13478,"Gift with a  trending concept. I am really happy with the gift. Thankyou
",Charitha,5,Surprise Whatsapp Audio Wishes,18502
2019-03-13,10653,"I satisfied with your service. good delivery. I felt very happy. I love flowers
",hari,5,BTS Charm,15838
2019-03-15,10678,"I surprised my sisters anniversary with the bookthesurprise team. my family felts very happy and enjoyed a lot. good work
",radha,5,Taaffeite Anniversary Surprise,16771
2018-12-13,10059,"These flowers are really charming.  Nice bouquet. Thank you
",Gajendar,5,BTS Perfect Charm Bouquet,17657
2018-12-21,10184,"The guess’ actually gasped when they saw it. They thought it was gorgeous. But not only did it look wonderful it tasted great too. Thank you.
",Rajesh,5,BTS Chocolate Delight,5982
2019-02-12,10470,"Flower bouquet which you delivered is extremely awesome. Thank you for your excellent service.
",Nikhitha,5,BTS Lovely Pink,15863
2019-06-10,12738,"it was an excellent surprise .they made in great way .i loved it .all are impressed.great
",govind,5,Platinum Anniversary Surprise,4680
2019-11-27,17706,"The pillow was really soft and the quality was also good. I loved it
",Priyanka,5,Cuddle Pillow,17352
2018-12-11,9978,"I absolutely LOVED the cake! Thanks for your whole team.
",Lavanya,5,BTS Chocolate Truffle Cake,6066
2019-02-18,10494,"We like your services. Perfectly delivered.
",Ashwanth,5,BTS Butterscotch delight,6100
2019-11-27,17710,"Really amazing surprise. I am happy with the product
",Priyanka,5,Magnet Mémoire – Moments in Magnets,22893
2019-04-02,10851,"I love this chocolate flavour. good delivery. thank you, team.
",sandeep,5,BTS Chocolate Delight,17918
2019-11-26,17363,"I loved it. It was a great time to spend there
",Priyanka,5,Experience Pottery,18118
2019-01-18,10368,"Nice cards. Looks beautiful.
",Fathima,5,Comical Love Cards,17375
2019-06-15,13031,"Love it! Thank you so much for all your hard work and getting it done so quickly.thanks bts ..
",manisha,5,My Cup Of Tea,17259
2019-04-30,11472,I got the plush the engine noise makes more noise than the rest... we don't hear the snoring and after 5 minutes it didn't work anymore,tilak,2,Blow Me Balloon Gift Box,18102
2018-12-13,10045,"Many thanks for the beautiful cake you delivered and set up for our son’s Wedding anniversary.
",Teju,5,BTS Chocolate Truffle Cake,6134
2019-06-14,12950,"Awesome….makes you happy when you see the final customised product!
",yash,5,Name A Star,17753
2019-05-22,12122,"nice gift idea. I felt very. a small argument with my friend. I want to say sorry to her. I took this surprising idea and i said sorry to her
",Syam,5,Open Me Surprise Balloon Box,30708
2019-04-05,10922,"Broken in 1 week, vibrant function not working",savithri,3,Name A Star,18111
2019-11-27,17813,"Very nice surprise gift
",Priyanka,5,I Love This Peeling – Let’s Stick Together,17362
2019-04-24,11210," I can’t wait to come up with another event to get our next cake from bts.
",gouwry,5,Gem Topped Vanilla Cake,6524
2019-02-28,10573,"Nice balloon surprise…Great service.
",Bhanu Sri,5,Hug Me – I Love You Gift,17616
2019-05-22,12127,"I Booked the special Pet cafe surprise and  taken my loved one to a sudden unplanned visit.He surprised and enjoyed a lot
",Jansi rani,5,Surprise Visit to Pet Cafe,17997
2018-12-11,9991,"We were very very happy with your services.
",Nehanth,5,BTS Chocolate Fantasy Cake,15848
2018-12-11,10000,"Flowers are extremely super. We are so happy with your service. Thank you.
",Lohith,5,BTS Perfect Charm Bouquet,17141
2019-04-05,10920," A Wonderful meal with my husband. I love the place. thank you BTS team for your services
",nandhan,5,Taste The Darkness(The Secret Supper),16199
2019-05-27,12293,"And I want my money from the freight back, you pay the freight and have to get in the mail losing time and money if you will not deliver because you charge freight I go to procon. ",sravanthi,3,You Are My Marvel – The Marvelous Two,17359
2019-11-26,17469,"Very nice, fresh and colourful flowers.
",Priyanka,5,BTS Romantic Love,15858
2019-04-30,11470,"fantastic good surprise gift
",sanvi ,5,Open Me Surprise Balloon Box,30708
2019-11-26,17446,"Very nice flavour. Tried it for the first time and loved the taste.
",Priyanka,5,BTS Lemon Blueberry Cake,6134
2019-01-04,10284,"I just loved it!!! It was just beyond my expectations!!
",Sreejan,5,I Love This Peeling – Let’s Stick Together,17223
2018-12-06,9887,"Super cake with a nice taste.
",Navya,5,BTS Fruit Of Forest,6524
2019-06-14,12914,"Generally a good store, but I'm still waiting for the product to better evaluate. ",kavya,3,BTS Heart Shaped Black Forest Cake,18282
2019-04-03,10878,"wow!!! I cant share my happiness. we enjoyed a lot. I love the teddy. my husband surprised with this. good work BTS team
",pooja,5,Hug Me Balloon Surprise Box,30702
2018-12-19,10136,"Beautiful flowers packed to ensure they arrive in perfect condition in an exciting and imaginative way.
",Ankitha,5,BTS Amezing Carnation Carnival,15817
2019-02-12,10471,"Thanks for delivering fresh and exotic flowers. It looks different and gorgeous too.
",Vishnu,5,BTS Pretty In Pink,15833
2018-12-10,9936,Please look for utra carrier ... Post Office without quality. ,Akshara,3,BTS Heart Chocolate Cake,6168
2018-12-11,9987,"We wanted to tell you what a wonderful cake you made for a special day for our daughter. Thank you so much!
",Swaroopa,5,BTS Heart Shaped Black Forest Cake,15879
2018-12-06,9882,"I have rated this product 
",Anonymous user,5,BTS Dark Chocolate Magic Cake,6558
2018-12-11,9994,"Thanks for delivering within time. Good service
",Reshma,5,BTS Desirable Yellow Roses,15879
2019-06-10,12764,"I'm trying to get in touch with you, but the site is not giving. The candle came broken, with the coal coming out. I request the exchange of it. The product has come before the deadline. Thanks ",prakash,1,BTS Lemon Blueberry Cake,6168
2019-02-11,10448,"Well designed. Thanks for making this special cake for our special occasion.
",Ashok,5,BTS Blueberry Cake,6558
2019-03-30,10845,"nice bouquet. perfect delivery. Good work
",charan,5,BTS Perfect Charm Bouquet,17141
2019-03-14,10666,"I love this flavour. I surprised my mother on her birthday. my family enjoyed a lot. thank you, team.
",keerthana,5,BTS Blueberry Cake,6362
2021-03-26,38858,"Wonderful surprise
",Vinay,5,Ruthenium Birthday Surprise,18942
2019-06-14,12946,So you are reporting that they delivered the product but it was not delivered. ,nani,3,Light Up The Sky,17971
2019-05-10,11866,"the balloon surprise was a really fantastic gift .i loved it.
",geethika ,5,Hug Me Balloon Surprise Box,18081
2019-11-27,17729,"I was amazing more than I expected. It was really planned well
",Priyanka,5,Open When You Feel,18509
2019-02-06,10438,"Nice chocolates. Tastes too good. I like them a lot. 
",Krithika,5,Box Full Of Kisses,17412
2019-01-03,10263,Difficult communication with the seller after purchase of the product. There were two attempts to buy. The first resulted in no impression and was canceled without explanation. I still await the second purchase of the same .. ,Lakshman,1,Comic Friendship Contract,17192
2019-05-07,11832,"super taste the design was awesome.
",kavya ,5,BTS Vanilla Chocolate Cake,6066
2019-03-18,10685,"I like so much. I surprised my elder sister on her birthday.she felts very happily and good delivery thank you team
",ramesh,5,Chai Kahani,22882
2019-11-27,17698,"It was really beautiful. I am totally satisfied with it.
",Priyanka,5,Berry Much Love,17364
2019-06-15,13019,A little expensive but this dimmer light is super... the volume is okay... I find the gift quite large therefore only 4 stars... top is that the gift is washable when you remove the inside.,raghava,4,Surprise Visit to Orphanage,17997
2018-12-26,10203,"The recipient was extremely happy with the bouquet and I will certainly use Bookthesurprise in the future.
",syamala,5,BTS A True Hug,15873
2018-12-17,10092,"Worth it. Awesome Gift box and it opts for Christmas. 
",Pragna,5,Holly Jolly Christmas Gift Box,17162
2019-11-27,17698,"I ordered 2 products equal .. came correctly, but one of the products came dirty, without the plastic in the cleaning brush, as if someone had already manipulated / used. I was very discontented with this fact ",Priyanka,1,Berry Much Love,17364
2019-06-29,13320,"it was a great surprise gift superb design and excellently written.
",manisha,5,My Cup Of Tea,17259
2019-02-12,10473,"Flowers are extremely super. We are so happy with your service. Thank you.
",Srivani,5,BTS Perform My Love,15822
2019-11-26,17372,"Very nice surprise
",Priyanka,5,Light Up The Sky,17971
2019-01-11,10333,"Beautifully designed thanks for the whole team for your special efforts.
",Lavanya,5,My Cup Of Tea,17259
2018-12-18,10128,"Product has missed pieces, I request another urgently because I already made the payment!  I would like the contact, urgently. ",Uday,1,BTS Blueberry Cake,6558
2018-12-21,10184,"The guess’ actually gasped when they saw it. They thought it was gorgeous. But not only did it look wonderful it tasted great too. Thank you.
",Rajesh,5,BTS Chocolate Delight,5832
2019-06-29,13319,"They changed my product, they sent me the product of someone else. ",raghava,1,Central Perk – I’ll Be There For You,17369
2019-01-04,10278,"I gifted it to my husband he really impressed. We love your services. Thanks again.
",Sonu,5,Years of Togetherness,17249
2019-04-26,11371,"super satisfied with the delivery
",raghava,5,BTS A True Hug,15843
2019-03-10,10619,"Exactly delivered as shown in the picture. Enjoyed the service.
",pravallika,5,BTS Perfect Charm Bouquet,17141
2019-11-26,17444,"The cake was really tasty. Thank you for the surprise
",Priyanka,5,Classic Red Velvet Cake,17918
2019-11-26,17344,"Really an amazing and beautiful surprise.
",Priyanka,5,Surprise Visit to Orphanage – Bangalore,33490
2019-01-18,10370,I bought this clock for months and until the present date I did not receive and I feel injured and impaired because I bought in advance to give a gift and did not arrive so far! ,John,1,Jar Of Nothing,18660
2019-03-21,10708,"The product actually was delivered on the deadline, however arrived all Broken I believe that because of the packaging ",swapna,1,BTS Pineapple Awe,5882
2019-04-22,11131,"OMG!! We are so happy with the cake and cookies. We wanted a simple design and great taste combinations. We meet with several others then we sat down with bookthesurprise. The taste was fantastic.
",praveen,5,BTS Vanilla Chocolate Cake,6066
2019-11-26,17369,"Beautiful and pleasant environment with tasty food. I enjoyed it
",Priyanka,5,Fine Dining by Moondrenched Poolside,22151
2019-02-20,10498,"These flowers look so pretty and fresh too. Thanks for delivering perfectly.
",Daniel,5,BTS Desirable Yellow Roses,15879
2019-03-13,10658,"I have rated this product 
",Anonymous user,5,Canaan Joy Ride Surprise,18274
2019-03-22,10743,"Many burrs in the propeller of the product, risk of cut / accident while handling. If he knew he would not have made the acquisition. ",sandhya,2,BTS Charming Red Roses,15822
2021-03-26,38929,"Amazing organization. Everyone should try.
",kalyan kumar,5,Silver Birthday Surprise,34196
2018-12-18,10128,"This cake has a very different and unique taste. We like it. Perfect delivery. Thanks again.
",Uday,5,BTS Blueberry Cake,6752
2019-01-18,10372,"Thanks for the quick delivery. Nice gift.
",Kishore,5,Box Full Of Kisses,34905
2019-04-17,11046,"Product was really very good. U fulfilled my expectations. I like that product it been delivered very quickly. Thank you bts.
",veena,5,Berry Much Love,17364
2019-02-19,10496,"Nice flowers. Looks too beautiful. Good service.
",Nikhilesh,5,BTS Charming Red Roses,15822
2019-05-07,11805,"fresh flowers .these flowers are awesome.
",karuna,5,BTS Desirable Yellow Roses,15879
2019-06-28,13303,"great good surprise it was .nicely planned .thanks to bts 
",vamshi,5,Surprise In Your Car,18064
2019-07-08,13499,I did not receive the product ,PRAKASH,1,Love Proposal Through App,18504
2019-04-10,10978,"Simply awesome!!!
Not have a words to say about it. thanks alot !!!
",prakash,5,Surprise In Your Car,5309
2018-12-26,10201,THEFT! In the invoice there are 2 units but in wrapping comes only one.  Do you want to charge without delivering? ,Teja,1,BTS Amezing Carnation Carnival,15853
2019-05-31,12444,"This thing was such a disappointment! It turns off after about a second of playing. It worked well a couple times in the beginning so I was hopeful it was just a glitch because I didn’t change the battery’s from when it was in its packaging, but no. It makes no difference. Waste of money",kavya ,1,Magnet Mémoire – Moments in Magnets,18569
2018-12-13,10058,"Thanks again for delivering such a beautiful bouquet. Great service.
",Sruthi,5,BTS A True Hug,17651
2019-04-30,11474,"It's not what you expect, but you can use it. ",kiran,3,Pop Me Balloon Surprise,18006
2019-02-12,10473,"Flowers are extremely super. We are so happy with your service. Thank you.
",Srivani,5,BTS Perform My Love,15822
2018-12-11,9998,"I bought 04 units, and were delivered only 02 packets with 01 unit each. I still do not know if the other 02 missing units will be delivered.  Anyway, delivery should be one-time. ",venkatesh,1,BTS Perform My Love,15812
2018-12-21,10187,"Everyone at the party enjoyed the cake and gave you many compliments. We will definitely be using you again!
",Sahasra,5,BTS Chocolate Truffle Cake,6066
2019-04-22,11143,"Flowers for everyone did an amazing job! The quality and presentation of the flowers were superb. Also the delivery timing was perfect and prompt. I had no issues and am looking forward to ordering again soon 🙂
",geetha,5,BTS Pretty In Pink,15833
2019-01-11,10345,"I gifted it to my husband he feels so happy. It looks really cool. Thanks for fast delivery.
",Dhruthi,5,Dead Cool – Chilling In Love,17362
2018-12-13,10065,"Beautiful as always! Thank you very much!
",Archana,5,BTS Memorable Expression,17675
2019-11-26,17484,"Only lasts 1.5 months, then the mechanism broke in the belly and it also no longer played music. One expects more for the money, especially a longer possibility of use.",Priyanka,1,BTS 6 Moustache & Tie Cupcakes,22537
2019-04-17,11077,"We got this for a friend for her birthday. I think she loved it more than any of her other gifts. She couldn’t wait to show it to everyone.
",jay kiran,5,Jar Of Nothing,22935
2018-12-12,10008,"Unfortunately, the gift is broken after one month. Matching 2 days after the return period expired. For the money it is more than disappointing.",Anjali,1,BTS Mixed Fresh Fruit Cake,6524
2019-02-11,10451,"It was the best cake for any occasion. I ordered it for my parents anniversary. It was really awesome. Thank you
",John,5,BTS Chocolate Fantasy Cake,5982
2019-11-27,17699,"his was too beautiful. We love it. Thanks for the quick delivery.
",Priyanka,5,You Are My Soymate,17368
2019-05-03,11660,"the sweet way to make your partner very happy .superb idea. we loved it a lot
",ankush,5,Effervescent Love,18535
2019-01-02,10247,Product in perfect condition. To change so you have to open the back and it is a bit cumbersome. Soft touch.,Apoorva,4,I Love This Peeling – Let’s Stick Together,17362
2019-05-31,12458,"Delay in delivery, I have not received yet and I am not informed that of the delay ..  If you do not receive soon I will cancel the request ",lila ,1,My Cup Of Tea,17259
2019-06-10,12752,Too cute very sweet,mahi,4,Hey Hot-Tea,17268
2019-01-10,10324,"It’s fantastic. We love this magnet. In fact, I like all the magnets. For surely, I’ll place one more order.
",Radha,5,You Are My Soymate,17368
2019-04-22,11141,"Very easy to purchase online.  Delivery was quick (same -day) and hassle-free.  Flowers were good quality (and as shown in the pictures).
",harsha,5,BTS Beautiful Carnation Bunch,15848
2019-06-07,12675,"the surprise gift was excellent she loved it alot. Thanks
",sandeep,5,Dead Cool – Chilling In Love,17362
2018-12-06,9908,"Thanks for delivering fresh and exotic flowers. 
",Srinath,5,BTS A True Hug,17651
2019-04-22,11097,"I absolutely loved the cake with both the design and the taste. I received a lot of compliments as well!
",shiva,5,BTS Pineapple Awe,6100
2019-04-22,11141,"Very easy to purchase online.  Delivery was quick (same -day) and hassle-free.  Flowers were good quality (and as shown in the pictures).
",harsha,5,BTS Beautiful Carnation Bunch,15858
2018-12-18,10124,"Thanks for delivering the fresh cake. Nice service. Thank you
",Fathima,5,BTS Chocolate Delight,6032
2018-12-13,10053,"This amazing carnation carnival is really amazing. Thanks again for fresh flowers delivery.
",Hruthik,5,BTS Amezing Carnation Carnival,15853
2019-11-26,17290,"Fantastic experience with the surprise. Enjoyed the surprise
",Priyanka,5,Giant Gift Box – The Ultimate Joy,18120
2019-05-20,12046,"Really I didnt expect like this type of surprise gift.Thank you team for perfect delivery
",Keerthana roy,5,Monogram Cushion,17281
2019-03-28,10809,"thank you for your service. delivered fresh flowers and neatly
",prasad,5,BTS A True Hug,15843
2019-01-22,10402,"I gifted it to my wife. She felt so happy. Good service.
",Shriram,5,Picture Yourself,17506
2018-12-29,10223,"Nice design. It Looks beautiful. Thanks
",Prasanna,5,I Love This Peeling – Let’s Stick Together,17362
2018-12-11,9996,"Flowers are extremely super. We are so happy with your service. Thank you.
",Prasanth,5,BTS Charm,15838
2019-05-07,11795,"a great gift to give .the delivery is on time 
",goutham,5,BTS Perform My Love,15822
2019-11-26,17284,"Amazing and beautiful surprise.
",Priyanka,5,Colourful Air Balloons Surprise,5
2019-11-26,17454,"The cake was really tasty.
",Priyanka,5,Gem Topped Vanilla Cake,6752
2019-02-12,10471,"Thanks for delivering fresh and exotic flowers. It looks different and gorgeous too.
",Vishnu,5,BTS Pretty In Pink,15833
2019-06-15,13026,"I had an amazing design and really appreciate their on-time service. Booking was easy and hassle free
",sravani,5,My Cup Of Tea,17259
2019-05-31,12428,"excellent gift to give 
",raghava,5,Your Name in Dictionary,17575
2019-05-06,11743,They only delivered a product from the four order items ... I want the rest of the request ... Where? ,harsitha,1,Hug Me – Anniversary Surprise,17629
2019-02-20,10508,"Flowers are fresh and delivered perfectly.
",Grace,5,BTS Wonderful Twenty,15817
2019-04-26,11343,"the cake was really fantastic taste and the colour of the cake was really fantastic
",sowmya,5,BTS Fruit Of Forest,6558
2018-12-13,10044,"Thanks for delivering such a well-designed cake for us. Good service.
",Tony,5,BTS Heart Shaped Black Forest Cake,6558
2019-05-20,12051,"I made the purchase and I can not track the object and nor to know where he is or forecasting his arrival. However, the purchase already came in the invoice of my card. Unfortunate. ",Janaki,1,Name A Star,18111
2019-06-27,13256," .the surprise gifts are very fantastic nicely designed. I loved it a lot .
",raghava,5,You Are My Soymate,17368
2018-12-10,9940,"Too good at the taste and their service is too good. Thanks for the whole team.
",Rajesh,5,BTS Blueberry Cake,6524
2019-04-26,11337,"i love blueberry cake. the taste was incredible
",chandra,5,BTS Blueberry Cake,6524
2018-12-11,9976,"I want to thank you for your absolutely GORGEOUS cake!!
",Kavitha,5,BTS Butterscotch delight,6032
2019-11-27,17725,"It was really a great surprise
",Priyanka,5,Love Proposal Through App,18504
2019-11-27,17696,"Such a nice gift. I loved it.
",Priyanka,5,You Are My Marvel – The Marvelous Two,17359
2019-03-10,10619,"Exactly delivered as shown in the picture. Enjoyed the service.
",pravallika,5,BTS Perfect Charm Bouquet,15879
2019-11-26,17459,"Fresh flowers and quick delivery. thank you BTS
",Priyanka,5,BTS Charm,15838
2019-04-24,11204,"I absolutely loved the cake with both the design and the taste. I received a lot of compliments as well!
",kavitha,5,Supreme White Delicacy,6066
2019-01-03,10260,"It’s a beautiful gifting option. I gifted it to my friend she loves it. Really these are amazing letters. Thanks for the whole team.
",Akshay,5,Open When Letters,17184
2018-12-10,9957,"Thanks for delivering those fresh and pretty flowers to us.
",Raj,5,BTS Beautiful Pink Combination,15863
2018-12-06,9914,"I made the purchase of a Cassio clock, according to the product description and the photo, but the clock arrived is completely different from what I made the purchase. I found a lack of respect with me. ",Sravan,3,BTS Romantic Love,15858
2018-12-21,10191,"Nice designer cake with awesome services. I’ll order for more delivery in a coming month. Thank you.
",Rajitha,5,BTS Heart Shaped Black Forest Cake,18128
2019-04-22,11097,"I absolutely loved the cake with both the design and the taste. I received a lot of compliments as well!
",shiva,5,BTS Pineapple Awe,5882
2019-06-10,12736,"The product arrived fast, but presents malfunctions in its components. ",saikiran,2,Surprise for Little Monsters,5
2019-05-10,11876,"the surprise in the car was very fantastic. I loved it .
",harsitha,5,Surprise In Your Car,18280
